index,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,valence,genre,duration_mins
508,0,2006,1,0.545,0.932,7,-2.189,0,0.0399,0.000665,0,0.464,pop,3.2
509,1,2012,0,0.831,0.667,1,-8.438,1,0.0476,0.0281,7.97e-06,0.159,Dance/Electronic,3.44
510,1,2012,0,0.831,0.667,1,-8.438,0,0.0487,0.00865,0.119,0.599,Dance/Electronic,3.44
511,1,2012,0,0.831,0.667,1,-8.438,1,0.188,0.0103,0,0.339,"hip hop, pop",3.44
512,0,2018,1,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.159,Dance/Electronic,3.54
513,0,2018,1,0.468,0.627,6,-5.085,0,0.0487,0.00865,0.119,0.599,Dance/Electronic,3.54
514,0,2018,1,0.468,0.627,6,-5.085,1,0.188,0.0103,0,0.339,"hip hop, pop",3.54
515,0,2014,0,0.861,0.475,9,-7.195,1,0.0476,0.0281,7.97e-06,0.159,Dance/Electronic,3.72
516,0,2014,0,0.861,0.475,9,-7.195,0,0.0487,0.00865,0.119,0.599,Dance/Electronic,3.72
517,0,2014,0,0.861,0.475,9,-7.195,1,0.188,0.0103,0,0.339,"hip hop, pop",3.72
518,0,2003,1,0.554,0.978,4,-3.554,1,0.131,0.111,0,0.594,"rock, metal",2.71
519,1,2007,1,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.607,"rock, metal",3.23
520,0,2001,1,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.969,"pop, R&B",4.43
521,1,2014,1,0.912,0.716,10,-4.141,0,0.0697,0.0904,0,0.377,"hip hop, pop",3.33
522,0,2005,1,0.518,0.797,6,-5.153,1,0.0309,0.000681,0,0.293,"rock, metal",3.97
523,0,2015,1,0.644,0.57,9,-6.994,1,0.052,0.484,0,0.527,"pop, Dance/Electronic",3.54
524,0,2015,1,0.644,0.57,9,-6.994,1,0.0785,0.453,0,0.581,"pop, Dance/Electronic",3.54
525,0,2015,0,0.459,0.587,9,-6.983,1,0.052,0.484,0,0.527,"pop, Dance/Electronic",3.54
526,0,2015,0,0.459,0.587,9,-6.983,1,0.0785,0.453,0,0.581,"pop, Dance/Electronic",3.54
527,0,2005,1,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.772,hip hop,3.71
528,0,2012,1,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.919,"hip hop, pop, Dance/Electronic",3.44
529,0,2012,1,0.673,0.758,7,-3.632,1,0.158,0.039,0,0.542,"hip hop, pop, latin",3.83
530,0,2013,0,0.389,0.706,1,-6.849,1,0.0593,0.0026,0.000182,0.238,"pop, Dance/Electronic",4.09
531,1,2017,1,0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.872,"hip hop, pop, Dance/Electronic",3.72
532,1,2006,0,0.906,0.584,8,-7.72,0,0.316,0.0576,0,0.831,"pop, R&B",4.87
533,0,2017,1,0.708,0.618,2,-4.424,1,0.0592,0.0204,6.81e-06,0.265,pop,3.1
534,0,2009,0,0.739,0.741,7,-5.873,1,0.0912,0.013,0,0.727,"pop, Dance/Electronic",3.72
535,0,2002,1,0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.45,pop,4.1
536,0,2000,0,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.827,"hip hop, pop, R&B",4.29
537,0,2016,1,0.695,0.672,1,-6.109,0,0.0345,0.014,7.95e-05,0.245,"pop, Dance/Electronic",3.93
538,0,2010,0,0.625,0.613,6,-6.005,0,0.173,0.0209,0,0.738,"hip hop, pop, R&B",3.48
539,0,2013,0,0.659,0.735,10,-4.758,0,0.056,0.0466,0,0.609,"hip hop, pop, R&B",3.56
540,0,2017,1,0.704,0.859,5,-4.877,0,0.0996,0.0185,0,0.926,pop,3.62
541,0,2009,0,0.525,0.742,10,-5.643,1,0.0311,0.0874,0.149,0.179,rock,4.2
542,0,2009,1,0.839,0.804,1,-2.513,1,0.0329,0.0192,0,0.888,"hip hop, pop, R&B",4
543,0,2009,1,0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.472,"rock, pop",3.81
544,0,2016,1,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.411,"pop, Dance/Electronic",4.53
545,0,2010,1,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.648,pop,3.8
546,1,2004,0,0.68,0.844,6,-1.729,1,0.299,0.23,0,0.895,"hip hop, Dance/Electronic",4.24
547,0,2015,1,0.699,0.883,5,-3.226,0,0.219,0.0288,0,0.499,"pop, Dance/Electronic",3.53
548,0,2018,0,0.631,0.649,5,-5.892,0,0.0385,0.0817,3.8e-06,0.421,"hip hop, pop, Dance/Electronic",3.24
549,1,2007,0,0.639,0.628,6,-7.578,0,0.0399,0.0381,0,0.43,hip hop,3.96
550,1,2015,0,0.676,0.615,6,-7.534,0,0.0496,0.0384,0,0.883,"hip hop, pop",2.94
551,1,2002,1,0.665,0.695,0,-5.763,1,0.0532,0.347,0,0.707,"hip hop, pop, R&B",3.79
552,0,2018,0,0.541,0.787,2,-4.618,0,0.0331,0.0167,0,0.2,pop,4.09
553,0,2008,1,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.438,"hip hop, pop, R&B",4.64
554,0,2008,1,0.672,0.82,11,-4.456,0,0.342,0.249,0,0.54,"hip hop, pop, R&B",4.64
555,1,2009,1,0.457,0.906,5,-2.278,1,0.0459,0.0368,0.000188,0.438,"hip hop, pop, R&B",5.96
556,1,2009,1,0.457,0.906,5,-2.278,0,0.342,0.249,0,0.54,"hip hop, pop, R&B",5.96
557,1,1999,1,0.924,0.74,8,-1.299,1,0.0774,0.0827,0,0.621,hip hop,3.7
558,0,2002,0,0.517,0.919,5,-3.451,1,0.0925,0.0996,1.81e-06,0.387,"pop, R&B",3.26
559,1,2018,1,0.755,0.599,8,-5.042,1,0.224,0.147,0,0.755,"hip hop, pop",3.61
560,1,2003,0,0.737,0.697,2,-3.716,1,0.254,0.0756,0,0.662,"hip hop, pop",3.92
561,0,2000,0,0.822,0.922,11,-5.798,0,0.0989,0.0291,0.325,0.568,pop,5.11
562,0,2004,0,0.741,0.869,9,-6.534,0,0.0816,0.096,0,0.839,pop,3.49
563,1,2003,1,0.894,0.404,9,-5.913,0,0.13,0.453,1.57e-06,0.759,"hip hop, pop",3.94
564,1,2004,0,0.828,0.653,0,-6.245,0,0.0653,0.214,3.25e-06,0.575,set(),3.75
565,0,2002,0,0.611,0.654,10,-4.823,0,0.139,0.372,0.00432,0.609,"hip hop, pop, R&B",4.15
566,0,2015,0,0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.69,"hip hop, pop",3.17
567,1,2018,0,0.66,0.775,2,-4.926,1,0.172,0.0553,0,0.635,hip hop,2.63
568,0,2005,0,0.745,0.714,7,-3.681,1,0.0751,0.0141,0.0222,0.365,Dance/Electronic,6.56
569,1,2002,0,0.723,0.84,1,-3.523,0,0.0608,0.0619,0,0.827,"hip hop, pop, R&B",3.99
570,0,2004,0,0.857,0.801,0,-6.499,1,0.0618,0.332,1.2e-06,0.753,latin,3.21
571,0,2014,1,0.609,0.885,0,-5.469,1,0.0642,0.00521,1.15e-05,0.76,"pop, Dance/Electronic",2.76
572,0,2018,1,0.862,0.583,8,-6.26,0,0.0654,0.811,1.86e-05,0.852,set(),2.85
573,0,2014,0,0.707,0.771,7,-6.275,1,0.0783,0.434,0.0013,0.437,"pop, rock, Dance/Electronic",3.64
574,1,2004,0,0.555,0.639,1,-5.16,1,0.263,0.0594,0,0.184,"hip hop, pop",4.51
575,0,2002,1,0.735,0.824,10,-4.143,0,0.036,0.615,0,0.726,"hip hop, pop",3.53
576,0,1999,0,0.813,0.491,10,-9.923,0,0.077,0.241,4.61e-05,0.868,"hip hop, pop, R&B",4.6
577,0,2005,0,0.905,0.55,1,-7.558,1,0.372,0.0628,0,0.52,"hip hop, pop",3.52
578,0,2007,0,0.822,0.905,5,-4.032,0,0.241,0.123,0,0.674,"hip hop, pop, R&B",3.49
579,0,2002,0,0.78,0.604,1,-8.019,1,0.0396,0.022,0,0.12,"hip hop, pop",5.41
580,0,2013,1,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.862,"hip hop, Dance/Electronic",4.14
581,0,2005,0,0.741,0.759,0,-5.096,0,0.12,0.0218,0,0.362,"hip hop, pop, R&B",3.76
582,0,2013,0,0.801,0.985,7,-2.69,1,0.0645,0.0205,6.86e-06,0.722,"pop, Dance/Electronic",2.78
583,0,2006,0,0.964,0.595,1,-6.887,0,0.109,0.0248,5.14e-06,0.629,"pop, R&B",4.36
584,1,2001,1,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.74,"hip hop, pop, R&B",3.52
585,0,2001,1,0.802,0.903,11,-3.267,0,0.046,0.0011,0,0.96,pop,3.21
586,0,2010,0,0.615,0.913,10,-5.077,0,0.0816,0.178,0,0.45,"hip hop, pop, Dance/Electronic",3.13
587,1,2004,1,0.794,0.614,5,-5.352,0,0.0467,0.0964,0,0.663,hip hop,3.97
588,0,2014,0,0.68,0.84,9,-3.823,1,0.0414,0.0457,8.66e-06,0.468,"pop, Dance/Electronic",3.55
589,1,2015,0,0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.274,pop,3.47
590,0,2019,1,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.606,"hip hop, pop, Dance/Electronic",3.82
591,0,2007,1,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.382,pop,4.19
592,0,2005,0,0.678,0.572,11,-7.033,0,0.0466,0.00374,6.59e-05,0.444,"hip hop, pop, R&B",3.11
593,1,2002,0,0.778,0.761,2,-5.529,1,0.0525,0.141,4.61e-05,0.923,"hip hop, pop",3.8
594,0,2004,0,0.567,0.747,6,-6.019,0,0.105,0.31,0,0.556,"pop, R&B",3.74
595,0,2001,0,0.745,0.807,0,-5.191,1,0.102,0.000722,0.000221,0.669,pop,4.23
596,0,2001,0,0.745,0.807,0,-5.191,0,0.0884,0.0887,1.49e-05,0.858,pop,4.23
597,1,2007,1,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.669,pop,3.61
598,1,2007,1,0.56,0.959,7,-2.433,0,0.0884,0.0887,1.49e-05,0.858,pop,3.61
599,1,2016,0,0.916,0.804,0,-3.406,1,0.049,0.37,1.18e-05,0.538,"hip hop, pop, Dance/Electronic",3.27
600,1,2018,1,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.448,pop,3.93
601,0,2008,0,0.837,0.954,8,-3.512,0,0.0414,0.0933,0.000405,0.972,pop,4.8
602,1,2007,1,0.975,0.711,8,-3.904,1,0.0632,0.168,0.000552,0.815,"hip hop, pop, R&B",3.9
603,0,2011,1,0.671,0.939,8,-3.206,1,0.161,0.191,0,0.53,"hip hop, pop, latin",4.21
604,0,2011,1,0.651,0.695,6,-3.218,1,0.0487,0.23,0,0.569,pop,3.42
605,0,2011,1,0.722,0.851,7,-3.873,0,0.0639,0.0319,0,0.452,"pop, Dance/Electronic",3.3
606,1,2006,0,0.811,0.757,0,-6.447,1,0.23,0.298,0,0.565,"pop, R&B",4.11
607,1,2017,1,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.356,"hip hop, pop",3.67
608,0,2000,0,0.408,0.849,2,-5.631,1,0.0333,0.0136,2.51e-05,0.628,"Folk/Acoustic, rock",4.64
609,1,2018,1,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.268,pop,3.29
610,1,2018,1,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.357,"hip hop, pop, R&B",3.32
611,1,2018,1,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.544,"hip hop, pop",3.01
612,0,2015,0,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.408,"rock, pop, Dance/Electronic",3.76
613,1,2005,1,0.629,0.696,1,-5.572,0,0.348,0.0195,0,0.623,hip hop,3.46
614,0,2010,0,0.451,0.948,0,-0.74,1,0.147,0.255,0,0.295,"pop, Dance/Electronic",3.21
615,0,2007,0,0.463,0.836,2,-2.776,0,0.0381,0.000418,7.38e-06,0.713,rock,2.75
616,0,2001,0,0.699,0.403,11,-8.564,0,0.0614,0.421,0,0.5,pop,4.87
617,0,2012,1,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.684,"hip hop, pop",4.14
618,1,2015,0,0.6,0.676,5,-6.447,0,0.0652,0.154,0,0.217,pop,3.69
619,0,2009,0,0.594,0.874,0,-3.716,1,0.0815,0.0116,0,0.628,"pop, Dance/Electronic",3.27
620,0,2016,0,0.73,0.758,1,-4.888,1,0.0653,0.147,0,0.877,"pop, rock",3.44
621,1,2009,1,0.634,0.69,6,-7.804,1,0.052,0.0771,0,0.645,pop,4.22
622,1,2009,1,0.634,0.69,6,-7.804,1,0.346,0.00305,0,0.487,hip hop,4.22
623,1,2007,0,0.439,0.808,1,-6.881,1,0.052,0.0771,0,0.645,pop,3.45
624,1,2007,0,0.439,0.808,1,-6.881,1,0.346,0.00305,0,0.487,hip hop,3.45
625,0,2017,0,0.572,0.778,1,-5.208,1,0.233,0.00638,0,0.54,"hip hop, pop",3.76
626,0,2003,0,0.571,0.968,5,-3.092,1,0.162,0.0649,3.07e-06,0.313,"pop, Dance/Electronic",4.71
627,0,2012,1,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.682,"rock, pop",3.43
628,0,2005,1,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.273,pop,4.31
629,1,2019,0,0.58,0.653,5,-3.818,1,0.0745,0.447,0,0.175,hip hop,2.92
630,0,2004,1,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.872,"pop, R&B",3.72
631,1,2002,0,0.707,0.538,0,-5.264,1,0.505,0.362,0,0.439,"hip hop, pop, R&B",3.91
632,1,2008,0,0.694,0.661,7,-4.847,1,0.118,0.00188,0,0.702,"hip hop, pop",4.08
633,0,2008,0,0.536,0.89,0,-5.222,1,0.0601,0.000354,0.00165,0.205,"rock, metal",4.21
634,0,2002,0,0.836,0.762,7,-5.044,0,0.0598,0.0826,5.48e-05,0.941,pop,2.71
635,0,2002,0,0.836,0.762,7,-5.044,0,0.0586,0.0862,0.000122,0.924,pop,2.71
636,0,2002,0,0.838,0.764,7,-5.076,0,0.0598,0.0826,5.48e-05,0.941,pop,2.69
637,0,2002,0,0.838,0.764,7,-5.076,0,0.0586,0.0862,0.000122,0.924,pop,2.69
638,0,2018,0,0.729,0.632,0,-8.75,0,0.0279,0.191,0,0.774,pop,3.37
639,0,2006,1,0.675,0.828,0,-5.799,1,0.0454,0.0242,0.0102,0.669,pop,3.13
640,0,2010,1,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.245,pop,3.7
641,0,2005,0,0.867,0.504,4,-7.737,0,0.241,0.0358,0,0.84,"hip hop, pop, R&B",4.52
642,1,2005,0,0.7,0.538,1,-5.952,1,0.045,0.000204,0,0.189,"hip hop, pop, R&B",3.96
643,1,2017,0,0.936,0.523,5,-6.71,1,0.0597,0.239,0,0.699,hip hop,2.07
644,1,2017,0,0.906,0.625,1,-6.779,0,0.0903,0.000243,3.23e-05,0.423,hip hop,2.95
645,0,2014,1,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.348,"pop, Dance/Electronic",3.49
646,0,2002,0,0.412,0.77,11,-6.057,0,0.18,0.462,1.5e-06,0.418,"pop, R&B",4.24
647,0,2012,1,0.421,0.873,10,-4.343,1,0.0564,0.0654,0,0.629,"pop, rock",3.38
648,0,2009,0,0.177,0.425,2,-6.211,0,0.0291,0.654,0,0.0942,pop,3.63
649,0,2008,1,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.472,"pop, R&B",4.36
650,0,2016,0,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.715,"pop, rock",3.22
651,0,2002,0,0.513,0.82,7,-5.428,1,0.0299,0.00192,2.83e-06,0.52,"pop, Folk/Acoustic",4.49
652,1,2012,0,0.646,0.784,1,-7.471,0,0.108,0.0166,0,0.179,"hip hop, pop",3.29
653,0,2000,0,0.537,0.858,1,-4.903,1,0.0349,0.000966,0,0.502,"pop, rock, metal",3.61
654,0,2018,1,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.671,"pop, Dance/Electronic",3.57
655,1,2002,0,0.727,0.515,2,-6.553,0,0.0289,0.241,3.74e-06,0.695,"hip hop, pop, R&B",4.37
656,0,2014,1,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.962,"hip hop, pop",3.88
657,1,2009,0,0.31,0.746,1,-3.599,1,0.111,0.0121,0,0.163,"hip hop, pop, R&B",4.18
658,0,2013,0,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.282,Dance/Electronic,3.28
659,1,2005,1,0.802,0.785,9,-4.781,1,0.207,0.14,0,0.435,"hip hop, pop",3.44
660,0,2017,0,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.418,pop,3.61
661,0,2001,0,0.585,0.702,0,-5.734,1,0.0325,0.538,0,0.51,pop,3.36
662,0,2000,0,0.721,0.836,8,-3.972,0,0.206,0.112,0,0.508,"hip hop, pop, R&B",4.07
663,0,2000,1,0.739,0.947,11,-1.916,0,0.0411,0.00916,3.14e-05,0.766,"pop, R&B",4.37
664,1,2011,1,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.425,"hip hop, pop, R&B",3.93
665,0,2004,0,0.718,0.786,0,-5.76,1,0.0284,0.0114,2.5e-05,0.465,"hip hop, pop, R&B",4.46
666,1,2002,1,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.534,"rock, metal",4.76
667,0,2016,0,0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.461,"pop, Dance/Electronic",3.21
668,0,2001,0,0.697,0.925,3,-4.209,0,0.216,0.0614,0,0.678,"pop, R&B",4.93
669,0,2013,1,0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.502,pop,3.51
670,0,2011,0,0.843,0.881,9,-3.951,1,0.0581,0.14,0,0.876,"pop, Dance/Electronic",3.37
671,1,2007,0,0.788,0.549,9,-8.793,0,0.0732,0.0352,0.127,0.449,"hip hop, pop",5.46
672,0,2017,0,0.716,0.757,11,-5.438,0,0.0329,0.0258,0.00392,0.877,Dance/Electronic,2.98
673,0,2008,1,0.79,0.647,10,-5.983,0,0.136,0.0515,0,0.654,hip hop,3.52
674,0,2016,1,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.548,rock,3.27
675,0,2002,0,0.571,0.953,8,-5.601,1,0.0548,0.0011,0.000606,0.601,pop,3.89
676,1,2000,0,0.743,0.894,8,-6.886,1,0.0349,0.0755,0.00283,0.77,rock,4.29
677,0,2001,0,0.771,0.665,8,-3.954,1,0.035,0.0135,0.0123,0.844,"rock, pop",4.04
678,0,2015,0,0.471,0.431,5,-6.129,0,0.0342,0.329,0,0.289,"pop, R&B",4.93
679,0,2000,0,0.313,0.831,1,-3.894,1,0.0404,0.000127,0.000341,0.332,"rock, pop, metal",3.95
680,0,2016,1,0.376,0.822,0,-3.974,1,0.163,0.0804,0,0.359,"pop, R&B",3.32
681,0,2016,1,0.376,0.822,0,-3.974,1,0.104,0.0783,0,0.327,"pop, R&B",3.32
682,0,2015,0,0.379,0.799,0,-4.031,1,0.163,0.0804,0,0.359,"pop, R&B",3.32
683,0,2015,0,0.379,0.799,0,-4.031,1,0.104,0.0783,0,0.327,"pop, R&B",3.32
684,0,2002,0,0.338,0.685,1,-5.178,1,0.0322,0.00052,0.000512,0.221,"pop, rock",3.97
685,0,2002,1,0.557,0.533,10,-6.817,0,0.0252,0.0492,0,0.233,"pop, rock, metal",3.98
686,1,2013,0,0.483,0.871,0,-3.084,1,0.101,0.015,0,0.716,pop,3.57
687,0,2003,1,0.427,0.843,4,-4.54,1,0.0364,0.00216,0,0.304,metal,3.34
688,0,2014,0,0.521,0.754,5,-4.144,1,0.0634,0.0373,0,0.352,"pop, Dance/Electronic",3.5
689,0,2001,0,0.705,0.872,11,-3.557,0,0.125,0.0602,0,0.746,"rock, pop",3.45
690,0,2011,1,0.595,0.912,10,-3.428,0,0.0884,0.0434,0,0.762,"hip hop, pop, latin",3.91
691,0,2010,0,0.666,0.968,10,-3.196,1,0.046,0.123,0,0.834,"pop, easy listening, Dance/Electronic",3.65
692,0,2013,0,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.458,"pop, Dance/Electronic",4.25
693,0,2010,0,0.59,0.698,11,-4.262,1,0.0286,0.000176,0,0.352,"hip hop, pop, R&B",3.73
694,1,2003,0,0.86,0.866,4,-6.345,0,0.232,0.104,1.42e-06,0.933,"hip hop, pop",3.58
695,0,2014,1,0.596,0.73,9,-4.091,1,0.151,0.24,0,0.525,"hip hop, pop, Dance/Electronic",3.21
696,1,2013,0,0.726,0.795,9,-4.653,1,0.029,0.136,0,0.952,"hip hop, pop, R&B",3.49
697,0,2005,1,0.656,0.291,2,-10.572,1,0.0293,0.872,0,0.298,pop,3.88
698,0,2003,1,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.965,"hip hop, pop",3.92
699,0,2014,0,0.838,0.72,7,-4.135,0,0.0483,0.0862,0.00696,0.203,"pop, Dance/Electronic",4.2
700,0,2014,0,0.525,0.803,0,-4.052,0,0.0492,0.00129,0.000868,0.383,Dance/Electronic,3.8
701,1,2015,1,0.536,0.486,11,-11.067,0,0.0346,0.244,0.00788,0.0968,pop,4.29
702,0,2018,1,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.681,rock,3.18
703,0,2010,0,0.639,0.862,10,-3.292,1,0.0364,5.15e-05,0.00014,0.431,"pop, rock, metal",3.46
704,0,2010,0,0.639,0.862,10,-3.292,0,0.0721,0.0048,3.4e-05,0.746,"hip hop, pop",3.46
705,0,2010,0,0.639,0.862,10,-3.292,1,0.0341,0.049,6.81e-06,0.596,"pop, Dance/Electronic",3.46
706,0,2010,0,0.672,0.907,8,-5.069,1,0.0364,5.15e-05,0.00014,0.431,"pop, rock, metal",3.13
707,0,2010,0,0.672,0.907,8,-5.069,0,0.0721,0.0048,3.4e-05,0.746,"hip hop, pop",3.13
708,0,2010,0,0.672,0.907,8,-5.069,1,0.0341,0.049,6.81e-06,0.596,"pop, Dance/Electronic",3.13
709,0,1999,1,0.459,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.431,"pop, rock, metal",5.28
710,0,1999,1,0.459,0.83,2,-6.254,0,0.0721,0.0048,3.4e-05,0.746,"hip hop, pop",5.28
711,0,1999,1,0.459,0.83,2,-6.254,1,0.0341,0.049,6.81e-06,0.596,"pop, Dance/Electronic",5.28
712,1,2017,0,0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.191,"hip hop, pop",4.48
713,1,2017,1,0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.191,"hip hop, pop",4.48
714,0,2005,1,0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.758,"pop, latin",3.63
715,0,2001,1,0.667,0.773,5,-4.983,0,0.0586,0.201,0,0.667,"pop, R&B",4.18
716,0,2017,1,0.618,0.443,2,-9.681,1,0.0526,0.469,0,0.167,"pop, Folk/Acoustic",3.31
717,0,2013,1,0.773,0.414,6,-7.436,0,0.0961,0.00411,3.4e-05,0.289,"hip hop, pop, R&B",3.8
718,0,2003,0,0.785,0.933,6,-4.629,0,0.0309,0.0303,0,0.962,"pop, R&B",3.64
719,1,2003,0,0.81,0.791,7,-5.909,1,0.181,0.0893,0,0.948,"hip hop, pop, R&B",5.24
720,0,2011,0,0.545,0.918,0,-1.925,1,0.0448,0.0571,0,0.855,"hip hop, pop, Dance/Electronic",3.68
721,1,2004,1,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.904,"pop, R&B",3.33
722,1,2013,0,0.676,0.534,2,-6.901,0,0.0831,0.0594,8.59e-06,0.156,hip hop,5.64
723,0,2017,1,0.653,0.718,3,-5.232,0,0.213,0.00413,0,0.216,"hip hop, pop",3.38
724,1,2007,0,0.667,0.747,1,-7.059,1,0.189,0.337,0,0.918,hip hop,3.39
725,1,2017,0,0.781,0.548,0,-4.997,0,0.0764,0.229,0,0.175,"pop, Dance/Electronic",3.57
726,0,2011,0,0.481,0.849,4,-5.131,1,0.0385,0.00167,1.49e-06,0.723,country,3.51
727,0,2010,0,0.817,0.939,7,-6.079,0,0.28,0.0798,0.441,0.599,pop,3.62
728,1,1998,0,0.727,0.445,1,-11.241,1,0.291,0.339,0,0.527,"hip hop, pop, R&B",3.59
729,1,2019,1,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.57,"hip hop, pop, R&B",3.32
730,1,2002,1,0.956,0.745,11,-4.753,0,0.12,0.206,0,0.912,"hip hop, pop, R&B",3.8
731,0,2008,1,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0,0.861,pop,3.67
732,1,2014,1,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.18,"hip hop, pop",3.24
733,0,2012,0,0.524,0.972,4,-1.569,0,0.0431,0.00656,0.00058,0.476,"pop, Dance/Electronic",3.04
734,0,2009,0,0.849,0.599,6,-8.164,1,0.227,0.00301,0.000249,0.761,"hip hop, pop, latin",3.98
735,0,2016,0,0.903,0.62,2,-8.094,1,0.0551,0.00258,0.00019,0.552,"hip hop, pop, R&B",4.45
736,0,2016,0,0.903,0.62,2,-8.094,1,0.0587,0.00347,0.000119,0.539,"hip hop, pop, R&B",4.45
737,0,2016,1,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.552,"hip hop, pop, R&B",4.45
738,0,2016,1,0.891,0.628,2,-7.863,1,0.0587,0.00347,0.000119,0.539,"hip hop, pop, R&B",4.45
739,0,2017,0,0.532,0.868,3,-4.23,0,0.0908,0.011,0,0.529,pop,3.13
740,1,2004,0,0.745,0.858,9,-2.221,1,0.237,0.28,0,0.547,"hip hop, pop, rock",4.16
741,0,2015,1,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.336,"hip hop, pop, Dance/Electronic",3.54
742,0,2019,1,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.345,pop,3.37
743,0,2018,1,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.811,pop,3.35
744,1,2010,0,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.418,"hip hop, pop",3.36
745,0,2011,0,0.644,0.661,11,-6.093,1,0.0418,0.000177,5.23e-06,0.272,"hip hop, pop",4.01
746,1,2005,1,0.862,0.648,4,-7.401,0,0.251,0.0455,0,0.637,"hip hop, pop",3.93
747,1,2012,0,0.738,0.922,7,-3.94,1,0.0833,0.0034,0,0.689,"hip hop, pop, Dance/Electronic",4.12
748,0,2002,0,0.733,0.521,3,-3.657,0,0.0457,0.107,0,0.525,"hip hop, pop, R&B",4.91
749,0,2001,1,0.446,0.764,10,-5.042,1,0.033,0.00135,0,0.543,"rock, metal",3.73
750,0,2012,0,0.69,0.897,11,-4.696,0,0.0506,0.0142,0,0.849,"pop, Dance/Electronic",3.69
751,0,2005,1,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.361,pop,4.38
752,0,2017,1,0.602,0.707,9,-4.097,1,0.302,0.393,0,0.554,R&B,3.34
753,0,2005,1,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.405,pop,5.63
754,0,2016,0,0.672,0.589,7,-5.008,0,0.049,0.082,0,0.379,"rock, pop, Dance/Electronic",3.48
755,0,2015,1,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.412,"rock, pop",4.3
