song,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Billionaire (feat. Bruno Mars),-6.403,0,0.258,0.297,0,0.206,0.659,86.776,"hip hop, pop"
Fireflies,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,"rock, pop"
Empire State of Mind (Part II) Broken Down,-7.784,1,0.0341,0.74,3.82E-05,0.118,0.142,92.923,"pop, R&B"
Need You Now,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,"pop, country"
Back To December,-4.663,1,0.0303,0.117,0,0.334,0.286,141.893,pop
Animal,-5.576,1,0.0437,0.00034,0,0.378,0.739,147.99,"rock, pop"
Live Like We're Dying,-2.948,1,0.0397,0.0273,0,0.343,0.94,92.011,pop
When We Collide,-5.521,1,0.0343,0.0198,5.26E-06,0.313,0.447,81.986,pop
Dancing On My Own,-4.663,1,0.0349,0.0743,0.225,0.0966,0.261,117.015,"pop, Dance/Electronic"
If I Die Young,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,country
Magic (feat. Rivers Cuomo),-4.11,0,0.343,0.0127,0,0.347,0.787,82.439,"hip hop, pop"
Rolling in the Deep,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,"pop, R&B"
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",-4.459,0,0.0475,0.0117,0,0.315,0.624,128.044,pop
Party Rock Anthem,-4.168,0,0.156,0.0206,0,0.265,0.352,130.014,"hip hop, pop, Dance/Electronic"
Firework,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,pop
Grenade,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,pop
Hey Baby (Drop It to the Floor) (feat. T-Pain),-3.428,0,0.0884,0.0434,0,0.259,0.762,128.024,"hip hop, pop, latin"
Mr. Saxobeat,-4.152,0,0.0468,0.0218,0.000283,0.143,0.797,126.976,"pop, Dance/Electronic"
Who's That Chick? (feat. Rihanna),-4.733,0,0.116,0.00377,0,0.0458,0.933,127.938,"hip hop, pop, Dance/Electronic"
On The Floor,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130,"hip hop, pop, R&B"
S&M,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,"hip hop, pop, R&B"
Blow,-3.862,0,0.0392,0.00334,5.66E-05,0.073,0.812,120.013,"pop, Dance/Electronic"
Sweat - Remix,-5.636,1,0.03,0.0597,0.00137,0.0826,0.731,130.02,"hip hop, pop"
Higher,-5.069,0,0.0721,0.0048,3.40E-05,0.156,0.746,128.027,"hip hop, pop"
More - RedOne Jimmy Joker Remix,-2.628,1,0.0543,0.00166,0,0.348,0.794,125.083,"hip hop, pop, R&B"
Changed the Way You Kiss Me - Radio Edit,-3.78,0,0.041,0.00548,0.00162,0.0948,0.188,126.979,"pop, Dance/Electronic"
Just Can’t Get Enough,-8.685,0,0.179,0.186,0,0.105,0.262,94.05,"hip hop, pop"
Where Them Girls At (feat. Nicki Minaj & Flo Rida),-3.078,1,0.0414,0.055,0,0.259,0.552,129.884,"hip hop, pop, Dance/Electronic"
I Follow Rivers - The Magician Remix,-5.737,0,0.0395,0.0192,0.00118,0.0845,0.285,122.019,"pop, Dance/Electronic"
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",-3.206,1,0.161,0.191,0,0.298,0.53,129.024,"hip hop, pop, latin"
Love You Like A Love Song,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009,"pop, Dance/Electronic"
Black and Yellow,-4.524,0,0.0675,0.0646,0,0.271,0.538,164.02,"hip hop, pop"
E.T.,-5.252,1,0.175,0.0181,0,0.369,0.76,151.684,pop
I Wanna Go,-6.55,1,0.0414,0.00379,3.80E-06,0.332,0.787,130.002,pop
Stereo Hearts (feat. Adam Levine),-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,"hip hop, pop"
Stereo Love - Radio Edit,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,pop
Tonight (I'm Fuckin' You),-3.982,0,0.0523,0.0294,3.58E-06,0.116,0.321,125.953,"pop, latin"
Down On Me,-7.783,1,0.114,0.0369,0,0.111,0.594,160.041,"hip hop, pop, R&B"
Loca People - Radio Edit,-3.148,0,0.0599,0.000915,0.00327,0.0515,0.701,127.998,Dance/Electronic
Heart Skips a Beat (feat. Rizzle Kicks),-3.951,1,0.0581,0.14,0,0.0765,0.876,110.621,"pop, Dance/Electronic"
Sexy And I Know It,-4.225,1,0.316,0.1,0,0.191,0.795,130.021,"hip hop, pop, Dance/Electronic"
You Make Me Feel... (feat. Sabi),-2.944,0,0.0535,0.0191,6.71E-06,0.0385,0.748,131.959,"pop, Dance/Electronic"
Do It Like A Dude,-3.672,1,0.049,0.0491,0,0.364,0.375,140.036,"hip hop, pop"
Louder (feat. Sian Evans) - Radio Edit,-1.131,0,0.0464,0.0184,0.00792,0.483,0.493,139.85,"pop, Dance/Electronic"
No Hands (feat. Roscoe Dash & Wale),-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,"hip hop, pop"
When We Stand Together,-3.541,0,0.0489,0.000102,1.89E-05,0.0404,0.88,187.961,"rock, metal"
Midnight City,-5.399,0,0.0393,0.0182,1.40E-06,0.0658,0.272,105.013,"rock, pop, metal, Dance/Electronic"
Till the World Ends,-5.747,1,0.0665,0.0228,0,0.202,0.45,131.951,pop
Earthquake (feat. Tinie Tempah),-3.966,0,0.1,0.109,0,0.276,0.258,153.071,pop
Don't Wanna Go Home,-4.861,0,0.0652,0.02,0,0.134,0.637,121.956,"hip hop, pop"
Paradise,-6.761,1,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,"rock, pop"
Last Friday Night (T.G.I.F.),-3.796,0,0.0415,0.00125,4.31E-05,0.671,0.765,126.03,pop
Set Fire to the Rain,-3.882,0,0.0249,0.00408,1.66E-06,0.112,0.445,107.995,"pop, R&B"
I Need A Doctor,-4.521,1,0.452,0.0869,0,0.306,0.397,155.826,hip hop
6 Foot 7 Foot,-5.429,1,0.304,0.0007,0,0.318,0.606,79.119,"hip hop, pop"
I'm On One,-3.499,0,0.318,0.0536,0,0.631,0.438,149.33,"hip hop, pop"
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),-6.128,0,0.184,0.0339,5.51E-06,0.144,0.538,146.155,"hip hop, pop, R&B"
Rocketeer,-6.115,0,0.0461,0.181,0,0.267,0.357,96.005,"hip hop, pop"
Glad You Came,-3.873,0,0.0639,0.0319,0,0.108,0.452,126.885,"pop, Dance/Electronic"
We R Who We R,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,"pop, Dance/Electronic"
Motivation,-5.589,0,0.0418,0.187,0.000123,0.105,0.266,140.889,"hip hop, pop, R&B"
We Found Love,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,"hip hop, pop, R&B"
Don't Hold Your Breath,-6.096,0,0.0262,0.00646,0.000108,0.187,0.674,110.955,"pop, Dance/Electronic"
Buzzin Remix,-4.372,0,0.146,0.0887,0,0.283,0.539,104.029,"hip hop, pop"
Yeah 3x,-3.201,0,0.0445,0.000369,1.16E-06,0.0934,0.7,130,"hip hop, pop, R&B"
Save The World,-7.598,1,0.0474,0.0144,0,0.0759,0.4,126.879,"pop, Dance/Electronic"
All Of The Lights,-3.284,1,0.0717,0.0796,1.71E-05,0.176,0.221,142.113,hip hop
Sure Thing,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,"pop, R&B"
Coming Home,-1.921,1,0.193,0.158,0,0.3,0.232,168.001,"hip hop, pop, R&B"
What's My Name?,-2.959,1,0.069,0.23,0,0.0797,0.583,100.025,"hip hop, pop, R&B"
Beautiful People,-6.366,0,0.161,0.0658,0.00431,0.0843,0.536,127.898,"hip hop, pop, R&B"
What the Hell,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,pop
Read All About It,-5.522,0,0.0434,0.336,0,0.223,0.445,100.963,Dance/Electronic
Blind Faith,-4.712,0,0.0472,0.00523,0,0.228,0.402,140.042,Dance/Electronic
Champion (feat. Chris Brown),-2.914,0,0.24,0.078,0,0.145,0.52,190.151,"hip hop, Dance/Electronic"
Who Says,-2.915,1,0.0479,0.0843,0,0.149,0.744,101.019,"pop, Dance/Electronic"
Down With The Trumpets,-4.689,0,0.0806,0.087,0,0.24,0.794,115.057,hip hop
Born This Way,-5.108,1,0.161,0.00327,0,0.331,0.494,123.907,pop
Super Bass,-4.339,1,0.209,0.269,5.11E-06,0.601,0.669,126.991,"hip hop, pop"
Donald Trump,-7.094,0,0.118,0.119,0,0.391,0.836,162.994,hip hop
Bounce (feat. Kelis) - Radio Edit,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,"hip hop, pop, Dance/Electronic"
Without You (feat. Usher),-3.727,1,0.0285,0.227,4.06E-06,0.157,0.402,127.884,"hip hop, pop, Dance/Electronic"
Pumped Up Kicks,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,"rock, pop"
Headlines,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,"hip hop, pop, R&B"
Price Tag,-3.945,1,0.182,0.0294,3.85E-06,0.272,0.668,175.015,"hip hop, pop"
Dirt Road Anthem,-5.068,1,0.0352,0.32,2.36E-06,0.116,0.658,127.037,country
Roll Up,-5.473,1,0.192,0.0524,0,0.0914,0.602,125.358,"hip hop, pop"
Good Life,-7.804,1,0.052,0.0771,0,0.132,0.645,94.988,pop
Lighters,-8.327,1,0.245,0.352,0,0.119,0.144,90.268,"hip hop, pop"
The Lazy Song,-5.124,0,0.0699,0.3,0,0.0955,0.955,174.915,pop
The Show Goes On,-3.839,1,0.115,0.0189,0,0.155,0.65,143.067,"hip hop, pop"
I Won't Let You Go,-6.427,1,0.0304,0.229,0,0.146,0.161,105.955,"pop, R&B"
It Girl,-4.736,0,0.0605,0.0165,0,0.104,0.345,91.993,"hip hop, pop"
Someone Like You,-8.251,1,0.028,0.893,0,0.0996,0.288,135.047,"pop, R&B"
The Adventures of Rain Dance Maggie,-4.523,0,0.029,0.00112,0.0139,0.258,0.576,106.254,rock
Pretty Girl Rock,-5.004,0,0.246,0.203,0,0.0851,0.9,160.014,"pop, R&B"
F**kin' Perfect,-4.788,1,0.0373,0.0422,0,0.36,0.45,91.964,pop
Honey Bee,-5.131,1,0.0385,0.00167,1.49E-06,0.121,0.723,205.57,country
The Edge Of Glory,-6.477,1,0.041,0.000323,0.0162,0.109,0.357,127.952,pop
Just A Kiss,-5.826,1,0.0307,0.446,0,0.0998,0.332,142.881,"pop, country"
Tonight Tonight,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978,"hip hop, pop, rock"
Tongue Tied,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,"pop, rock, Folk/Acoustic"
Every Teardrop Is a Waterfall,-6.883,1,0.0396,0.00194,0.0103,0.171,0.333,117.98,"rock, pop"
Best Thing I Never Had,-4.062,1,0.0324,0.143,1.57E-05,0.0894,0.297,99.099,"pop, R&B"
Raise Your Glass,-5.006,1,0.0838,0.0048,0,0.029,0.624,122.019,pop
Jar of Hearts,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,pop
Marry You,-4.865,1,0.0367,0.332,0,0.104,0.452,144.905,pop
If I Die Young,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,country
How To Love,-6.093,1,0.0418,0.000177,5.23E-06,0.108,0.272,153.992,"hip hop, pop"
Wherever You Will Go,-9.217,1,0.0334,0.82,0.000215,0.111,0.128,111.202,pop
A Thousand Years,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,pop
We Found Love,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,"hip hop, pop, R&B"
Call Me Maybe,-6.548,1,0.0408,0.0114,2.28E-06,0.108,0.66,120.021,"pop, Dance/Electronic"
We Are Young (feat. Janelle Monáe),-5.576,1,0.075,0.02,7.66E-05,0.0849,0.735,184.086,"rock, pop"
She Doesn't Mind,-5.208,0,0.0693,0.000624,5.30E-06,0.207,0.622,120.015,"hip hop, pop"
International Love (feat. Chris Brown),-3.035,0,0.0499,0.0124,0,0.335,0.648,120.05,"hip hop, pop, latin"
In The Dark,-4.231,1,0.0672,0.00358,0.000921,0.329,0.443,124.954,"pop, Dance/Electronic"
Skyfall,-6.864,0,0.0282,0.417,0,0.114,0.0789,75.881,"pop, R&B"
Turn Me On (feat. Nicki Minaj),-2.266,1,0.0591,0.0488,0,0.575,0.412,127.96,"hip hop, pop, Dance/Electronic"
Where Have You Been,-6.34,0,0.0916,0.00201,0.0204,0.223,0.444,127.963,"hip hop, pop, R&B"
Ni**as In Paris,-5.542,1,0.311,0.127,0,0.349,0.775,140.022,hip hop
One More Night,-3.435,0,0.0314,0.0558,0,0.0844,0.618,92.997,pop
Bangarang (feat. Sirah),-2.302,1,0.196,0.0145,3.22E-05,0.317,0.576,110.026,"hip hop, pop, Dance/Electronic"
Chasing The Sun,-6.209,0,0.0965,0.244,0,0.498,0.68,128.108,"pop, Dance/Electronic"
Whistle,-5.746,1,0.0453,0.0208,0,0.29,0.739,103.976,"hip hop, pop"
This Is Love,-3.446,0,0.0445,0.00473,0,0.145,0.282,128.954,"hip hop, pop"
She Wolf (Falling to Pieces) [feat. Sia],-2.634,1,0.0655,0.0841,7.82E-06,0.344,0.393,129.973,"hip hop, pop, Dance/Electronic"
Pound The Alarm,-3.686,1,0.0609,0.0403,4.09E-06,0.0241,0.591,125.055,"hip hop, pop"
Swimming Pools (Drank) - Extended Version,-7.745,1,0.404,0.123,2.69E-05,0.604,0.26,74.132,hip hop
Primadonna,-2.671,0,0.0337,0.0884,0,0.0922,0.427,127.98,"pop, Dance/Electronic"
Mercy,-9.381,0,0.406,0.0685,5.80E-05,0.173,0.426,139.993,hip hop
Hot Right Now (feat. RITA ORA) - Radio Edit,-1.569,0,0.0431,0.00656,0.00058,0.224,0.476,175.017,"pop, Dance/Electronic"
Sexy And I Know It,-4.225,1,0.316,0.1,0,0.191,0.795,130.021,"hip hop, pop, Dance/Electronic"
Gangnam Style (강남스타일),-2.871,0,0.286,0.00417,0,0.091,0.749,132.067,pop
Die Young,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,"pop, Dance/Electronic"
Scream,-5.18,0,0.0973,0.00117,0,0.179,0.569,127.992,"hip hop, pop, R&B"
Troublemaker (feat. Flo Rida),-3.689,0,0.0565,0.015,0,0.125,0.965,106.008,"pop, Dance/Electronic"
BURN IT DOWN,-4.45,0,0.0534,0.0143,0,0.0707,0.585,110.006,"rock, metal"
Locked out of Heaven,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,pop
Levels - Radio Edit,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,"pop, Dance/Electronic"
Good Feeling,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,"hip hop, pop"
Diamonds,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,"hip hop, pop, R&B"
"Work Hard, Play Hard",-4.475,1,0.0485,0.0409,1.91E-05,0.296,0.485,140.008,"hip hop, pop"
Part Of Me,-4.63,1,0.0355,0.000417,0,0.0744,0.769,130.028,pop
Starships,-2.457,0,0.075,0.135,0,0.251,0.751,125.008,"hip hop, pop"
m.A.A.d city,-6.815,1,0.271,0.0538,4.07E-06,0.44,0.217,91.048,hip hop
One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],-6.366,0,0.0547,0.187,0.0001,0.0927,0.559,119.012,pop
Spectrum (Say My Name) - Calvin Harris Remix,-3.85,0,0.0482,0.00225,0.00412,0.0966,0.588,126.092,"rock, pop, Dance/Electronic"
212,-5.761,0,0.258,0.0145,0.00012,0.0767,0.626,126.017,"hip hop, pop, R&B"
Payphone,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,pop
Impossible,-4.782,0,0.0933,0.135,0,0.11,0.302,169.533,pop
Ai Se Eu Te Pego - Live,-4.55,1,0.0692,0.357,0,0.853,0.85,96.055,"country, latin"
Million Voices - Radio Edit,-6.298,1,0.041,0.0022,0.0223,0.0664,0.0694,125.946,"pop, Dance/Electronic"
I Love It,-2.686,1,0.0296,0.00828,1.34E-05,0.172,0.86,125.953,"pop, Dance/Electronic"
Rack City,-10.881,1,0.371,0.0373,1.96E-05,0.187,0.273,98.986,"hip hop, pop"
Feel So Close - Radio Edit,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,"hip hop, pop, Dance/Electronic"
Dance Again,-5.242,0,0.0696,0.0158,2.79E-06,0.0868,0.716,127.974,"hip hop, pop, R&B"
Oblivion,-8.838,1,0.0338,0.115,0.901,0.0895,0.486,155.974,"pop, rock, Dance/Electronic"
Rumour Has It,-5.014,1,0.0445,0.617,0,0.167,0.574,120.052,"pop, R&B"
Paradise,-6.761,1,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,"rock, pop"
Turn Up the Music,-5.792,1,0.102,0.000238,2.22E-06,0.156,0.643,129.925,"hip hop, pop, R&B"
Lost,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,"hip hop, pop, R&B"
Let's Go (feat. Ne-Yo),-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,"hip hop, pop, Dance/Electronic"
Hall of Fame (feat. will.i.am),-4.343,1,0.0564,0.0654,0,0.123,0.629,84.786,"pop, rock"
Don't You Worry Child - Radio Edit,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,"pop, Dance/Electronic"
How to Be a Heartbreaker,-4.696,0,0.0506,0.0142,0,0.108,0.849,140.05,"pop, Dance/Electronic"
Boyfriend,-6.019,0,0.0519,0.0358,0.00198,0.126,0.331,96.979,pop
Titanium (feat. Sia),-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,"hip hop, pop, Dance/Electronic"
Domino,-4.568,1,0.034,0.0117,0,0.0418,0.781,126.986,"hip hop, pop"
I Knew You Were Trouble.,-6.798,0,0.0363,0.00454,2.25E-06,0.0335,0.679,77.019,pop
Hands on the Wheel (feat. Asap Rocky),-7.471,0,0.108,0.0166,0,0.0721,0.179,127.839,"hip hop, pop"
Try,-7.079,1,0.03,0.00144,0,0.0944,0.552,103.998,pop
Candy,-6.63,1,0.0414,0.0368,0,0.0694,0.879,116.043,"pop, rock"
"Young, Wild & Free (feat. Bruno Mars)",-6.425,1,0.137,0.0525,0,0.115,0.531,95.078,"hip hop, pop"
As Long As You Love Me,-3.382,0,0.1,0.0811,0,0.361,0.613,139.691,pop
R.I.P. (feat. Tinie Tempah),-3.443,0,0.0479,0.027,0,0.652,0.358,72.022,"hip hop, pop, Dance/Electronic"
Too Close,-4.278,0,0.0387,0.00948,0,0.113,0.271,126.027,rock
Faded,-8.438,1,0.188,0.0103,0,0.35,0.339,95.073,"hip hop, pop"
Years - ラジオ・エディット,-6.245,1,0.0805,0.00234,1.91E-06,0.174,0.323,128.008,"pop, Dance/Electronic"
Battle Scars (feat. Lupe Fiasco),-2.632,0,0.206,0.186,0,0.097,0.508,83.993,pop
The One That Got Away,-4.023,0,0.0353,0.000802,0,0.2,0.864,133.962,pop
Silhouettes - Original Radio Edit,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074,"pop, Dance/Electronic"
Somebody That I Used To Know,-6.896,1,0.0358,0.607,0.000168,0.107,0.674,129.054,set()
Wild Ones (feat. Sia),-5.324,0,0.0554,0.0991,0,0.262,0.437,127.075,"hip hop, pop"
What Makes You Beautiful,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,pop
Born To Die,-6.591,0,0.0439,0.209,0.000133,0.217,0.39,75.223,pop
C'Mon,-5.448,0,0.0963,0.00657,0.00144,0.102,0.286,126.025,"pop, Dance/Electronic"
Good Time,-4.269,1,0.14,0.0239,6.98E-06,0.371,0.682,126.05,"rock, pop"
We'll Be Coming Back (feat. Example),-4.364,1,0.0873,0.00131,0,0.598,0.571,127.945,"hip hop, pop, Dance/Electronic"
"Read All About It, Pt. III",-7.186,1,0.0249,0.822,3.87E-06,0.0926,0.343,98.082,"pop, R&B"
Lights - Single Version,-6.17,0,0.0367,0.0297,0.0391,0.131,0.78,120.008,"pop, rock, Dance/Electronic"
Drive By,-3.113,0,0.032,0.00107,1.06E-05,0.0801,0.721,122.028,pop
Latch,-5.456,1,0.167,0.0159,9.45E-05,0.0895,0.521,121.985,"pop, Dance/Electronic"
Princess of China,-6.221,0,0.0347,0.00385,0.015,0.287,0.237,85.014,"rock, pop"
Live While We're Young,-2.063,1,0.0543,0.0629,0,0.0969,0.936,126.015,pop
Ass Back Home (feat. Neon Hitch),-4.289,1,0.0513,0.134,0,0.148,0.646,130.034,"hip hop, pop"
Blown Away,-2.569,0,0.0429,0.0909,0,0.0283,0.392,136.991,"pop, country"
Breezeblocks,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071,rock
Don't Wake Me Up,-5.197,0,0.051,0.0548,0,0.144,0.206,127.967,"hip hop, pop, R&B"
Stronger (What Doesn't Kill You),-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,"pop, R&B"
The Motto,-8.558,1,0.356,0.000107,6.12E-05,0.111,0.39,201.8,"hip hop, pop, R&B"
Wide Awake,-5.099,1,0.0367,0.0749,2.64E-06,0.392,0.575,159.814,pop
How We Do (Party),-3.94,1,0.0833,0.0034,0,0.0986,0.689,116.024,"hip hop, pop, Dance/Electronic"
Feel the Love (feat. John Newman),-6.849,1,0.0593,0.0026,0.000182,0.686,0.238,179.911,"pop, Dance/Electronic"
Ride,-5.52,1,0.034,0.128,1.96E-06,0.383,0.189,93.763,pop
Let Me Love You (Until You Learn To Love Yourself),-6.628,1,0.0393,0.248,0,0.368,0.248,124.91,"pop, R&B"
Give Your Heart a Break,-3.218,1,0.0487,0.23,0,0.144,0.569,123.008,pop
Take Care,-10.358,0,0.265,0.0267,1.22E-05,0.0888,0.299,121.845,"hip hop, pop, R&B"
Wings,-3.141,1,0.127,0.000673,0.000556,0.285,0.538,114.962,pop
It Will Rain,-6.826,1,0.0486,0.337,0,0.082,0.476,150.017,pop
Want U Back,-2.963,1,0.076,0.0662,0,0.473,0.573,97.954,"pop, Dance/Electronic"
Royals,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,"pop, Dance/Electronic"
Blurred Lines,-7.707,1,0.0489,0.00412,1.78E-05,0.0783,0.881,120,"pop, R&B"
Radioactive,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,rock
Wake Me Up,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,"pop, Dance/Electronic"
Locked out of Heaven,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,pop
Thrift Shop (feat. Wanz),-6.985,0,0.293,0.0619,0,0.0457,0.662,94.992,"hip hop, pop"
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,-8.966,0,0.038,0.0426,1.07E-06,0.101,0.862,116.047,"hip hop, Dance/Electronic"
Scream & Shout,-6.849,1,0.0696,0.019,8.96E-05,0.131,0.501,130.033,"hip hop, pop"
Papaoutai,-7.222,0,0.0859,0.0241,0,0.0636,0.253,116.019,pop
Get Up (Rattle) - Vocal Edit,-2.69,1,0.0645,0.0205,6.86E-06,0.296,0.722,127.99,"pop, Dance/Electronic"
La La La,-4.399,0,0.0316,0.112,0,0.111,0.254,124.988,Dance/Electronic
Another Love,-8.532,0,0.04,0.695,1.65E-05,0.0944,0.131,122.769,pop
We Own It (Fast & Furious),-4.586,0,0.402,0.0545,0,0.0524,0.559,171.999,"hip hop, pop"
Play Hard (feat. Ne-Yo & Akon),-1.702,0,0.0533,0.173,0,0.331,0.8,130.072,"hip hop, pop, Dance/Electronic"
Feel This Moment (feat. Christina Aguilera),-3.632,1,0.158,0.039,0,0.341,0.542,135.956,"hip hop, pop, latin"
#thatPOWER,-6.096,0,0.0584,0.00112,7.66E-05,0.0748,0.402,127.999,"hip hop, pop"
Love Me,-6.476,1,0.0327,0.0125,0,0.0946,0.496,124.906,"hip hop, pop"
Can't Hold Us (feat. Ray Dalton),-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,"hip hop, pop"
Animals - Radio Edit,-5.351,1,0.0363,0.00137,0.445,0.0714,0.0381,128.015,"pop, Dance/Electronic"
Talk Dirty (feat. 2 Chainz),-7.321,1,0.232,0.0348,0,0.307,0.759,100.315,"hip hop, pop"
Love Me Again,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,set()
Work B**ch,-6.535,1,0.15,0.124,0.00111,0.0616,0.85,128.012,pop
Sweater Weather,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,"rock, pop"
Reload - Radio Edit,-4.633,0,0.0521,0.0736,0,0.0631,0.433,128.045,"pop, Dance/Electronic"
Safe And Sound,-4.829,1,0.0309,0.000189,0.0173,0.0889,0.836,117.952,pop
Heart Attack,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,pop
Why'd You Only Call Me When You're High?,-6.478,1,0.0368,0.0483,1.13E-05,0.104,0.8,92.004,rock
Beauty And A Beat,-4.831,1,0.0593,0.000688,5.27E-05,0.0682,0.526,128.003,pop
The Monster,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,hip hop
Don't Stop the Party (feat. TJR),-3.617,1,0.0912,0.00726,0,0.375,0.952,127.008,"hip hop, pop, latin"
Come & Get It,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,pop
True Love (feat. Lily Allen),-4.76,1,0.311,0.00144,0,0.108,0.578,192.205,pop
White Noise,-6.164,0,0.0501,0.00963,0.000215,0.311,0.902,119.978,"pop, Dance/Electronic"
I Cry,-5.441,0,0.0439,0.00616,1.79E-06,0.315,0.763,126.035,"hip hop, pop"
Black Skinhead,-6.107,1,0.322,0.000986,0,0.176,0.283,130.089,hip hop
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,-5.791,0,0.0558,0.0157,6.53E-06,0.13,0.11,126.052,pop
Berzerk,-4.059,0,0.333,0.0217,0,0.26,0.684,95.084,hip hop
I Love It (feat. Charli XCX),-2.671,1,0.0284,0.00952,1.64E-05,0.153,0.824,125.916,"pop, Dance/Electronic"
My Songs Know What You Did In The Dark (Light Em Up),-4.341,0,0.064,0.0271,3.32E-06,0.537,0.567,151.99,rock
Team,-7.444,1,0.0939,0.162,0,0.247,0.427,100.05,"pop, Dance/Electronic"
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,-3.782,0,0.0374,0.332,6.67E-05,0.316,0.638,127.946,"pop, Dance/Electronic"
Demons,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,rock
One Way or Another (Teenage Kicks),-3.121,0,0.071,0.025,0,0.586,0.409,162.131,pop
I Knew You Were Trouble.,-6.798,0,0.0363,0.00454,2.25E-06,0.0335,0.679,77.019,pop
Do I Wanna Know?,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,rock
Waiting All Night (feat. Ella Eyre),-5.358,0,0.05,0.00264,0.00959,0.427,0.281,174.983,"pop, Dance/Electronic"
Sonnentanz - Sun Don't Shine,-8.262,0,0.0909,0.104,0.0202,0.0964,0.155,119.74,"pop, Dance/Electronic"
Drinking from the Bottle (feat. Tinie Tempah),-4.175,0,0.0514,0.0469,6.24E-05,0.0525,0.53,128.062,"hip hop, pop, Dance/Electronic"
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",-6.87,1,0.275,0.0239,0,0.11,0.662,95.967,hip hop
Try,-7.079,1,0.03,0.00144,0,0.0944,0.552,103.998,pop
The Fox (What Does the Fox Say?),-4.292,1,0.0453,0.107,0,0.119,0.546,128.008,hip hop
