artist,song,duration_ms,explicit,year,popularity,danceability,energy,key
Tinie Tempah,Pass Out,268053,TRUE,2010,53,0.693,0.891,1
Adam Lambert,Whataya Want from Me,227320,FALSE,2009,57,0.438,0.672,11
Trey Songz,Bottoms Up (feat. Nicki Minaj),242013,TRUE,2010,0,0.845,0.601,1
Timbaland,If We Ever Meet Again (Featuring Katy Perry),292706,FALSE,2009,68,0.652,0.605,8
Enrique Iglesias,I Like It,231373,FALSE,2010,63,0.648,0.942,10
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,203960,FALSE,2010,0,0.515,0.837,11
Usher,OMG (feat. will.i.am),269493,FALSE,2010,73,0.781,0.745,4
Maroon 5,Misery,216200,FALSE,2010,67,0.703,0.81,4
Jay Sean,Down,212106,FALSE,2009,3,0.657,0.695,2
Rihanna,Man Down,267000,TRUE,2010,68,0.47,0.904,0
3OH!3,My First Kiss (feat. Ke$ha),192440,FALSE,2010,62,0.682,0.889,0
Justin Bieber,Baby,214240,FALSE,2010,81,0.728,0.859,5
Cali Swag District,Teach Me How to Dougie,237480,TRUE,2011,66,0.846,0.438,11
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,206460,TRUE,2010,54,0.736,0.929,7
K'NAAN,Wavin' Flag,220520,FALSE,2009,57,0.625,0.699,0
Ludacris,How Low,201586,TRUE,2010,63,0.785,0.498,1
Kesha,Blah Blah Blah (feat. 3OH!3),172053,TRUE,2010,61,0.752,0.836,10
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",232506,TRUE,2010,51,0.544,0.781,10
Jason Derulo,In My Head,199026,FALSE,2010,65,0.762,0.748,0
Aloe Blacc,I Need A Dollar,243053,FALSE,2010,1,0.84,0.482,6
B.o.B,Airplanes (feat. Hayley Williams of Paramore),180480,TRUE,2010,74,0.66,0.867,6
Ludacris,My Chick Bad,216933,TRUE,2010,68,0.624,0.723,1
Nelly,Just A Dream,237800,FALSE,2010,73,0.531,0.752,1
Rihanna,What's My Name?,263173,FALSE,2010,66,0.692,0.786,2
Shontelle,Impossible,226533,FALSE,2010,35,0.599,0.624,8
Take That,The Flood,289359,FALSE,2010,57,0.514,0.83,11
Trey Songz,Say Aah (feat. Fabolous),207546,FALSE,2009,54,0.724,0.87,1
Jason Derulo,Whatcha Say,221253,FALSE,2010,70,0.615,0.711,11
Drake,Over,233560,TRUE,2010,57,0.325,0.848,7
Example,Kickstarts,181826,FALSE,2010,63,0.61,0.836,5
Plan B,She Said,208853,FALSE,2010,62,0.72,0.538,3
The Saturdays,Higher,207613,FALSE,2010,61,0.639,0.862,10
Jay Sean,Do You Remember,210306,FALSE,2009,2,0.855,0.668,11
Usher,Hey Daddy (Daddy's Home),224093,FALSE,2010,60,0.59,0.698,11
Lil Wayne,Right Above It,271946,TRUE,2010,68,0.376,0.841,3
The Wanted,All Time Low,205200,FALSE,2010,18,0.689,0.615,8
Kesha,Your Love Is My Drug,187133,FALSE,2010,69,0.826,0.612,1
Ellie Goulding,Starry Eyed,176613,FALSE,2010,54,0.504,0.814,5
Drake,Find Your Love,208946,FALSE,2010,56,0.625,0.613,6
Jason Derulo,Ridin' Solo,215746,FALSE,2010,66,0.442,0.83,9
Two Door Cinema Club,What You Know,189693,FALSE,2010,0,0.55,0.753,6
JAY-Z,Young Forever,253906,TRUE,2009,65,0.637,0.69,9
Young Money,BedRock,288133,TRUE,2009,71,0.733,0.664,8
B.o.B,Nothin' on You (feat. Bruno Mars),268320,FALSE,2010,74,0.688,0.853,10
Katy Perry,Teenage Dream,227741,FALSE,2010,69,0.719,0.798,10
Scouting For Girls,This Ain't a Love Song,210680,FALSE,2017,52,0.458,0.905,0
Travie McCoy,Billionaire (feat. Bruno Mars),211160,TRUE,2010,72,0.633,0.673,6
Owl City,Fireflies,228346,FALSE,2009,78,0.512,0.662,3
Alicia Keys,Empire State of Mind (Part II) Broken Down,216480,FALSE,2009,71,0.484,0.368,6
Lady A,Need You Now,236440,FALSE,2010,73,0.581,0.717,4
Taylor Swift,Back To December,293026,FALSE,2010,65,0.529,0.67,2
Neon Trees,Animal,212306,FALSE,2010,64,0.482,0.829,5
Kris Allen,Live Like We're Dying,212506,FALSE,2009,51,0.589,0.893,0
Matt Cardle,When We Collide,226000,FALSE,2011,46,0.443,0.683,2
Robyn,Dancing On My Own,288670,FALSE,2010,0,0.687,0.865,6
The Band Perry,If I Die Young,222773,FALSE,2010,64,0.606,0.497,4
B.o.B,Magic (feat. Rivers Cuomo),196133,FALSE,2010,65,0.549,0.932,8
Adele,Rolling in the Deep,228093,TRUE,2011,2,0.73,0.77,8
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201493,FALSE,2010,77,0.722,0.761,11
LMFAO,Party Rock Anthem,262146,FALSE,2011,73,0.751,0.736,5
Katy Perry,Firework,227893,FALSE,2010,72,0.638,0.832,8
Bruno Mars,Grenade,222091,FALSE,2010,78,0.704,0.558,2
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234453,FALSE,2011,71,0.595,0.912,10
Alexandra Stan,Mr. Saxobeat,195105,FALSE,2011,0,0.726,0.931,11
David Guetta,Who's That Chick? (feat. Rihanna),201040,FALSE,2010,71,0.675,0.602,11
Jennifer Lopez,On The Floor,284866,FALSE,2011,79,0.73,0.777,3
Rihanna,S&M,243533,FALSE,2010,73,0.767,0.682,1
Kesha,Blow,219973,FALSE,2010,69,0.753,0.729,11
Snoop Dogg,Sweat - Remix,195986,FALSE,2011,68,0.813,0.732,7
Taio Cruz,Higher,187626,FALSE,2010,61,0.672,0.907,8
Usher,More - RedOne Jimmy Joker Remix,219986,FALSE,2010,67,0.551,0.893,7
Example,Changed the Way You Kiss Me - Radio Edit,195466,FALSE,2011,42,0.578,0.857,4
Black Eyed Peas,Just Can’t Get Enough,219426,FALSE,2010,76,0.659,0.628,0
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),194840,TRUE,2012,72,0.666,0.876,3
Lykke Li,I Follow Rivers - The Magician Remix,281106,FALSE,2011,51,0.786,0.709,9
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252306,FALSE,2011,81,0.671,0.939,8
Selena Gomez & The Scene,Love You Like A Love Song,188453,FALSE,2011,79,0.858,0.678,1
Wiz Khalifa,Black and Yellow,217666,TRUE,2011,75,0.684,0.834,2
Katy Perry,E.T.,229573,FALSE,2012,65,0.62,0.869,1
Britney Spears,I Wanna Go,210266,FALSE,2011,66,0.696,0.546,5
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960,FALSE,2011,81,0.646,0.795,9
Edward Maya,Stereo Love - Radio Edit,184573,FALSE,2010,66,0.799,0.783,1
Enrique Iglesias,Tonight (I'm Fuckin' You),232213,TRUE,2010,63,0.648,0.89,0
Jeremih,Down On Me,228453,FALSE,2010,72,0.7,0.598,2
Sak Noel,Loca People - Radio Edit,215624,TRUE,2011,49,0.926,0.808,11
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),202266,FALSE,2011,61,0.843,0.881,9
LMFAO,Sexy And I Know It,199480,FALSE,2011,67,0.707,0.861,7
Cobra Starship,You Make Me Feel... (feat. Sabi),215693,FALSE,2011,70,0.668,0.857,7
Jessie J,Do It Like A Dude,195240,TRUE,2011,57,0.663,0.843,2
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,206776,FALSE,2012,55,0.31,0.926,6
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,TRUE,2010,76,0.76,0.595,1
Nickelback,When We Stand Together,190786,FALSE,2011,65,0.446,0.9,10
M83,Midnight City,243960,FALSE,2011,76,0.507,0.729,11
Britney Spears,Till the World Ends,237946,FALSE,2011,65,0.693,0.705,8
Labrinth,Earthquake (feat. Tinie Tempah),274600,TRUE,2012,62,0.54,0.856,0
Jason Derulo,Don't Wanna Go Home,206080,FALSE,2011,63,0.671,0.808,2
Coldplay,Paradise,278719,FALSE,2011,82,0.449,0.585,5
Katy Perry,Last Friday Night (T.G.I.F.),230746,FALSE,2012,74,0.649,0.815,3
Adele,Set Fire to the Rain,242973,FALSE,2011,2,0.603,0.67,2
Dr. Dre,I Need A Doctor,283733,TRUE,2011,71,0.594,0.946,3
Lil Wayne,6 Foot 7 Foot,248586,TRUE,2011,1,0.364,0.752,2
DJ Khaled,I'm On One,296146,TRUE,2011,70,0.413,0.807,11
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586,TRUE,2011,71,0.767,0.677,11
Far East Movement,Rocketeer,211253,FALSE,2010,61,0.664,0.845,4
The Wanted,Glad You Came,197935,FALSE,2011,77,0.722,0.851,7
Kesha,We R Who We R,204760,FALSE,2010,71,0.736,0.817,8
Kelly Rowland,Motivation,230560,FALSE,2011,65,0.744,0.672,9
Rihanna,We Found Love,215226,FALSE,2011,75,0.735,0.766,1
Nicole Scherzinger,Don't Hold Your Breath,197440,FALSE,2011,62,0.66,0.797,5
Mann,Buzzin Remix,224333,TRUE,2011,48,0.687,0.939,10
Chris Brown,Yeah 3x,241666,TRUE,2011,69,0.705,0.882,11
Swedish House Mafia,Save The World,213337,FALSE,2011,65,0.507,0.665,0
Kanye West,All Of The Lights,299613,TRUE,2010,76,0.531,0.803,1
Miguel,Sure Thing,195373,FALSE,2010,78,0.684,0.607,11
Diddy - Dirty Money,Coming Home,238693,FALSE,2010,69,0.392,0.839,7
Rihanna,What's My Name?,263173,FALSE,2010,66,0.692,0.786,2
Chris Brown,Beautiful People,225881,FALSE,2019,53,0.415,0.775,5
Avril Lavigne,What the Hell,220706,FALSE,2011,74,0.578,0.926,6
Professor Green,Read All About It,235735,TRUE,2011,39,0.656,0.752,11
Chase & Status,Blind Faith,233666,FALSE,2011,60,0.45,0.846,9
Chip,Champion (feat. Chris Brown),237293,TRUE,2011,48,0.415,0.934,6
Selena Gomez & The Scene,Who Says,195613,FALSE,2011,76,0.682,0.927,4
Rizzle Kicks,Down With The Trumpets,186851,FALSE,2011,59,0.753,0.88,4
Lady Gaga,Born This Way,260253,FALSE,2011,72,0.587,0.828,11
Nicki Minaj,Super Bass,200013,TRUE,2010,0,0.72,0.861,11
Mac Miller,Donald Trump,165908,TRUE,2011,61,0.636,0.901,1
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,222186,FALSE,2012,62,0.779,0.963,2
David Guetta,Without You (feat. Usher),208133,FALSE,2012,70,0.608,0.614,2
Foster The People,Pumped Up Kicks,239600,FALSE,2011,82,0.733,0.71,5
Drake,Headlines,235986,TRUE,2011,74,0.636,0.566,6
Jessie J,Price Tag,223053,FALSE,2011,73,0.636,0.831,5
Jason Aldean,Dirt Road Anthem,229413,FALSE,2010,53,0.678,0.739,2
Wiz Khalifa,Roll Up,227773,TRUE,2011,63,0.523,0.805,3
OneRepublic,Good Life,253306,TRUE,2009,72,0.634,0.69,6
Bad Meets Evil,Lighters,303813,TRUE,2011,68,0.676,0.695,0
Bruno Mars,The Lazy Song,189109,FALSE,2010,75,0.794,0.711,8
Lupe Fiasco,The Show Goes On,239613,TRUE,2011,70,0.591,0.889,7
James Morrison,I Won't Let You Go,229303,FALSE,2011,64,0.537,0.611,0
Jason Derulo,It Girl,192200,FALSE,2011,70,0.668,0.718,1
Adele,Someone Like You,285240,FALSE,2011,4,0.554,0.321,9
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,282400,FALSE,2011,65,0.683,0.734,4
Keri Hilson,Pretty Girl Rock,243920,FALSE,2010,67,0.666,0.87,11
P!nk,F**kin' Perfect,213413,TRUE,2010,60,0.563,0.671,7
Blake Shelton,Honey Bee,210720,FALSE,2011,50,0.481,0.849,4
Lady Gaga,The Edge Of Glory,320546,FALSE,2011,67,0.583,0.768,9
Lady A,Just A Kiss,218840,FALSE,2011,63,0.593,0.639,1
Hot Chelle Rae,Tonight Tonight,200466,FALSE,2011,73,0.686,0.783,4
Grouplove,Tongue Tied,218013,FALSE,2011,79,0.56,0.936,3
Coldplay,Every Teardrop Is a Waterfall,240796,FALSE,2011,69,0.425,0.732,9
Beyoncé,Best Thing I Never Had,253746,FALSE,2011,69,0.545,0.649,6
P!nk,Raise Your Glass,202960,TRUE,2010,76,0.7,0.709,7
Christina Perri,Jar of Hearts,246587,FALSE,2011,72,0.349,0.348,3
Bruno Mars,Marry You,230192,FALSE,2010,75,0.621,0.82,10
The Band Perry,If I Die Young,222773,FALSE,2010,64,0.606,0.497,4
Lil Wayne,How To Love,240306,FALSE,2011,0,0.644,0.661,11
Charlene Soraia,Wherever You Will Go,197577,FALSE,2011,60,0.597,0.115,9
Christina Perri,A Thousand Years,285120,FALSE,2011,70,0.421,0.407,10
Rihanna,We Found Love,215226,FALSE,2011,75,0.735,0.766,1
Carly Rae Jepsen,Call Me Maybe,193400,FALSE,2012,78,0.783,0.58,7
fun.,We Are Young (feat. Janelle Monáe),250626,FALSE,2012,76,0.378,0.638,10
Sean Paul,She Doesn't Mind,227786,FALSE,2012,70,0.718,0.776,7
Pitbull,International Love (feat. Chris Brown),227280,FALSE,2011,74,0.67,0.855,0
DEV,In The Dark,226226,FALSE,2012,52,0.736,0.824,8
Adele,Skyfall,286480,FALSE,2012,74,0.346,0.552,0
David Guetta,Turn Me On (feat. Nicki Minaj),199680,FALSE,2012,65,0.704,0.793,8
Rihanna,Where Have You Been,242680,FALSE,2011,71,0.719,0.847,0
JAY-Z,Ni**as In Paris,219333,TRUE,2011,82,0.789,0.858,1
Maroon 5,One More Night,219546,FALSE,2012,74,0.716,0.821,5
Skrillex,Bangarang (feat. Sirah),215253,TRUE,2011,70,0.716,0.972,7
The Wanted,Chasing The Sun,198800,FALSE,2012,69,0.637,0.732,7
Flo Rida,Whistle,224653,FALSE,2012,77,0.747,0.937,0
will.i.am,This Is Love,279026,FALSE,2013,62,0.535,0.796,0
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],222500,FALSE,2012,66,0.492,0.857,7
Nicki Minaj,Pound The Alarm,205640,TRUE,2012,64,0.728,0.858,9
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,313786,TRUE,2012,63,0.716,0.485,1
MARINA,Primadonna,221075,FALSE,2012,78,0.66,0.689,4
Kanye West,Mercy,329320,TRUE,2012,73,0.563,0.496,6
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,182333,FALSE,2012,58,0.524,0.972,4
LMFAO,Sexy And I Know It,199480,FALSE,2011,67,0.707,0.861,7
PSY,Gangnam Style (강남스타일),219493,FALSE,2012,72,0.727,0.937,11
Kesha,Die Young,211920,FALSE,2012,78,0.711,0.7,1
Usher,Scream,234693,FALSE,2012,66,0.616,0.862,7
Olly Murs,Troublemaker (feat. Flo Rida),185586,FALSE,2012,0,0.762,0.863,0
Linkin Park,BURN IT DOWN,230253,FALSE,2012,73,0.585,0.972,9
Bruno Mars,Locked out of Heaven,233478,FALSE,2012,85,0.726,0.698,5
Avicii,Levels - Radio Edit,199906,FALSE,2011,77,0.584,0.889,1
Flo Rida,Good Feeling,248133,FALSE,2012,76,0.706,0.89,1
Rihanna,Diamonds,225146,FALSE,2012,75,0.564,0.71,11
Wiz Khalifa,"Work Hard, Play Hard",219026,TRUE,2012,62,0.787,0.666,11
Katy Perry,Part Of Me,216160,FALSE,2012,73,0.678,0.918,5
Nicki Minaj,Starships,210626,TRUE,2012,75,0.747,0.716,11
Kendrick Lamar,m.A.A.d city,350120,TRUE,2012,67,0.487,0.729,2
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],212360,FALSE,2012,0,0.821,0.676,3
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,218190,FALSE,2011,68,0.578,0.946,11
Azealia Banks,212,204956,TRUE,2014,0,0.847,0.769,11
Maroon 5,Payphone,231173,TRUE,2012,82,0.743,0.752,4
James Arthur,Impossible,209440,FALSE,2013,75,0.376,0.695,0
Michel Teló,Ai Se Eu Te Pego - Live,166866,FALSE,2012,0,0.676,0.935,11
Otto Knows,Million Voices - Radio Edit,192866,FALSE,2012,0,0.582,0.894,8
Icona Pop,I Love It,156773,TRUE,2012,51,0.71,0.901,1
Tyga,Rack City,203200,TRUE,2012,61,0.929,0.339,1
Calvin Harris,Feel So Close - Radio Edit,206413,FALSE,2012,79,0.707,0.924,7
Jennifer Lopez,Dance Again,237266,FALSE,2012,0,0.797,0.867,11
Grimes,Oblivion,251266,FALSE,2012,0,0.697,0.529,2
Adele,Rumour Has It,223266,FALSE,2011,0,0.612,0.748,0
Coldplay,Paradise,278719,FALSE,2011,82,0.449,0.585,5
Chris Brown,Turn Up the Music,227973,FALSE,2012,64,0.594,0.841,1
Frank Ocean,Lost,234093,TRUE,2012,64,0.913,0.603,8
Calvin Harris,Let's Go (feat. Ne-Yo),232800,FALSE,2012,66,0.71,0.882,4
The Script,Hall of Fame (feat. will.i.am),202533,FALSE,2012,78,0.421,0.873,10
Swedish House Mafia,Don't You Worry Child - Radio Edit,212862,FALSE,2012,76,0.612,0.84,11
MARINA,How to Be a Heartbreaker,221493,FALSE,2012,50,0.69,0.897,11
Justin Bieber,Boyfriend,171333,FALSE,2012,63,0.717,0.55,10
David Guetta,Titanium (feat. Sia),245040,FALSE,2012,79,0.604,0.787,0
Jessie J,Domino,231840,FALSE,2011,74,0.758,0.557,7
Taylor Swift,I Knew You Were Trouble.,219720,FALSE,2012,59,0.622,0.469,3
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),197131,TRUE,2012,61,0.646,0.784,1
P!nk,Try,247906,FALSE,2012,76,0.674,0.628,2
Robbie Williams,Candy,201053,FALSE,2012,68,0.715,0.791,10
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",207333,TRUE,2011,77,0.715,0.655,0
Justin Bieber,As Long As You Love Me,229466,FALSE,2012,67,0.571,0.873,0
Rita Ora,R.I.P. (feat. Tinie Tempah),228026,FALSE,2012,46,0.603,0.831,11
Alex Clare,Too Close,256613,FALSE,2011,60,0.588,0.694,11
Tyga,Faded,206666,TRUE,2012,58,0.831,0.667,1
Alesso,Years - ラジオ・エディット,195480,FALSE,2012,0,0.37,0.823,2
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),250080,FALSE,2012,0,0.61,0.863,5
Katy Perry,The One That Got Away,227333,FALSE,2012,72,0.687,0.792,1
Avicii,Silhouettes - Original Radio Edit,211880,FALSE,2012,53,0.605,0.8,5
Gotye,Somebody That I Used To Know,244884,FALSE,2011,57,0.863,0.527,0
Flo Rida,Wild Ones (feat. Sia),232946,FALSE,2012,77,0.608,0.86,5
One Direction,What Makes You Beautiful,199986,FALSE,2012,82,0.726,0.787,4
Lana Del Rey,Born To Die,286253,FALSE,2012,53,0.18,0.636,4
Kesha,C'Mon,214333,FALSE,2012,0,0.558,0.781,1
Owl City,Good Time,205933,FALSE,2012,77,0.56,0.872,3
Calvin Harris,We'll Be Coming Back (feat. Example),234360,FALSE,2012,62,0.596,0.952,7
Emeli Sandé,"Read All About It, Pt. III",283706,FALSE,2012,65,0.63,0.44,2
Ellie Goulding,Lights - Single Version,210853,FALSE,2010,63,0.682,0.795,8
Train,Drive By,195973,FALSE,2012,77,0.765,0.837,1
Disclosure,Latch,255631,FALSE,2013,74,0.503,0.727,1
Coldplay,Princess of China,239215,FALSE,2011,66,0.42,0.69,9
One Direction,Live While We're Young,200186,FALSE,2012,0,0.658,0.837,2
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),222213,TRUE,2011,61,0.716,0.838,10
Carrie Underwood,Blown Away,240133,FALSE,2012,63,0.531,0.843,9
alt-J,Breezeblocks,227080,FALSE,2012,71,0.616,0.656,5
Chris Brown,Don't Wake Me Up,222306,FALSE,2012,62,0.602,0.691,7
Kelly Clarkson,Stronger (What Doesn't Kill You),221946,FALSE,2011,74,0.562,0.939,0
Drake,The Motto,181573,TRUE,2011,74,0.766,0.442,1
Katy Perry,Wide Awake,220946,FALSE,2012,65,0.514,0.683,5
Rita Ora,How We Do (Party),247026,TRUE,2012,48,0.738,0.922,7
Rudimental,Feel the Love (feat. John Newman),245186,FALSE,2013,64,0.389,0.706,1
Lana Del Rey,Ride,289080,TRUE,2012,66,0.373,0.686,0
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),251626,FALSE,2012,69,0.658,0.677,5
Demi Lovato,Give Your Heart a Break,205346,FALSE,2011,71,0.651,0.695,6
Drake,Take Care,277386,TRUE,2011,75,0.629,0.515,0
Little Mix,Wings,219733,FALSE,2012,0,0.738,0.875,7
Bruno Mars,It Will Rain,257720,FALSE,2011,74,0.576,0.835,2
Cher Lloyd,Want U Back,214013,FALSE,2011,67,0.696,0.893,9
Lorde,Royals,190185,FALSE,2013,77,0.674,0.428,7
Robin Thicke,Blurred Lines,263053,FALSE,2013,55,0.861,0.504,7
Imagine Dragons,Radioactive,186813,FALSE,2012,77,0.448,0.784,9
Avicii,Wake Me Up,247426,FALSE,2013,6,0.532,0.783,2
Bruno Mars,Locked out of Heaven,233478,FALSE,2012,85,0.726,0.698,5
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),235613,TRUE,2012,1,0.781,0.526,6
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,248413,FALSE,2013,83,0.794,0.811,6
will.i.am,Scream & Shout,283400,TRUE,2013,78,0.772,0.685,5
Stromae,Papaoutai,232146,FALSE,2013,0,0.733,0.818,10
Bingo Players,Get Up (Rattle) - Vocal Edit,166933,FALSE,2013,1,0.801,0.985,7
Naughty Boy,La La La,220779,FALSE,2013,58,0.754,0.677,6
Tom Odell,Another Love,244360,TRUE,2013,88,0.445,0.537,4
2 Chainz,We Own It (Fast & Furious),227906,FALSE,2013,69,0.563,0.902,1
David Guetta,Play Hard (feat. Ne-Yo & Akon),201000,FALSE,2012,69,0.691,0.921,8
Pitbull,Feel This Moment (feat. Christina Aguilera),229506,FALSE,2012,77,0.673,0.758,7
will.i.am,#thatPOWER,279506,FALSE,2013,68,0.797,0.608,6
Lil Wayne,Love Me,255053,TRUE,2013,68,0.669,0.634,11
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),258342,FALSE,2012,81,0.641,0.922,2
Martin Garrix,Animals - Radio Edit,176117,FALSE,2013,0,0.593,0.914,1
Jason Derulo,Talk Dirty (feat. 2 Chainz),177685,TRUE,2013,56,0.76,0.652,6
John Newman,Love Me Again,239894,FALSE,2013,74,0.495,0.894,2
Britney Spears,Work B**ch,247853,TRUE,2013,0,0.63,0.816,9
The Neighbourhood,Sweater Weather,240400,FALSE,2013,89,0.612,0.807,10
Sebastian Ingrosso,Reload - Radio Edit,221272,FALSE,2013,68,0.485,0.724,9
Capital Cities,Safe And Sound,192693,FALSE,2013,0,0.652,0.783,0
Demi Lovato,Heart Attack,210840,FALSE,2013,79,0.504,0.785,8
Arctic Monkeys,Why'd You Only Call Me When You're High?,161123,FALSE,2013,84,0.691,0.631,2
Justin Bieber,Beauty And A Beat,227986,FALSE,2012,73,0.602,0.843,0
Eminem,The Monster,250188,TRUE,2013,75,0.781,0.853,1
Pitbull,Don't Stop the Party (feat. TJR),206120,FALSE,2012,64,0.722,0.958,4
Selena Gomez,Come & Get It,231986,FALSE,2013,69,0.546,0.787,7
P!nk,True Love (feat. Lily Allen),230733,TRUE,2012,71,0.457,0.823,9
Disclosure,White Noise,277687,FALSE,2013,54,0.665,0.844,10
Flo Rida,I Cry,223800,FALSE,2012,60,0.693,0.822,4
Kanye West,Black Skinhead,188013,TRUE,2013,0,0.578,0.825,1
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,214912,FALSE,2013,72,0.572,0.81,1
Eminem,Berzerk,238746,TRUE,2013,66,0.739,0.872,11
Icona Pop,I Love It (feat. Charli XCX),157152,TRUE,2013,68,0.711,0.906,8
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),186826,FALSE,2013,71,0.558,0.924,9
Lorde,Team,193058,FALSE,2013,0,0.691,0.582,6
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,208316,FALSE,2012,68,0.509,0.79,6
Imagine Dragons,Demons,177506,FALSE,2012,81,0.505,0.71,3
One Direction,One Way or Another (Teenage Kicks),157293,FALSE,2013,66,0.489,0.867,4
Taylor Swift,I Knew You Were Trouble.,219720,FALSE,2012,76,0.622,0.469,3
Arctic Monkeys,Do I Wanna Know?,272394,FALSE,2013,84,0.548,0.532,5
Rudimental,Waiting All Night (feat. Ella Eyre),292586,FALSE,2013,66,0.544,0.728,6
Klangkarussell,Sonnentanz - Sun Don't Shine,238120,FALSE,2014,68,0.579,0.549,5
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),240346,FALSE,2012,61,0.665,0.886,9
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",233786,TRUE,2013,76,0.853,0.693,1
P!nk,Try,247906,FALSE,2012,76,0.674,0.628,2
Ylvis,The Fox (What Does the Fox Say?),213708,FALSE,2013,63,0.703,0.867,6
Ellie Goulding,Burn,231211,FALSE,2014,70,0.559,0.777,1
Baauer,Harlem Shake,196664,FALSE,2013,57,0.452,0.794,0
Calvin Harris,I Need Your Love (feat. Ellie Goulding),234506,FALSE,2012,70,0.695,0.869,8
Katy Perry,This Is How We Do,204285,FALSE,2013,60,0.69,0.636,9
AWOLNATION,Sail,259102,FALSE,2011,2,0.825,0.435,1
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,174853,FALSE,2013,27,0.681,0.835,0
Jason Derulo,The Other Side,226986,FALSE,2013,50,0.561,0.836,9
Storm Queen,Look Right Through - MK Vocal Edit,150400,FALSE,2014,0,0.832,0.815,0
Calvin Harris,Sweet Nothing (feat. Florence Welch),212560,FALSE,2012,71,0.573,0.929,8
Katy Perry,Unconditionally,228878,FALSE,2013,0,0.555,0.729,7
Wale,Bad (feat. Rihanna) - Remix,238826,TRUE,2013,61,0.807,0.702,6
Ciara,Body Party,234040,FALSE,2013,64,0.577,0.576,2
Drake,Started From the Bottom,174120,TRUE,2013,65,0.794,0.523,8
Birdy,Wings,252106,FALSE,2013,48,0.474,0.707,7
Bastille,Of The Night,214205,FALSE,2013,61,0.67,0.829,5
Olly Murs,Dear Darlin',206373,FALSE,2012,59,0.512,0.828,11
Katy Perry,Roar,223546,FALSE,2013,73,0.554,0.772,7
Blake Shelton,Sure Be Cool If You Did,215720,FALSE,2013,56,0.576,0.726,11
Calvin Harris,Thinking About You (feat. Ayah Marar),247933,FALSE,2012,65,0.725,0.874,0
JAY-Z,Holy Grail,338413,TRUE,2013,62,0.676,0.534,2
Bridgit Mendler,Ready or Not,200946,FALSE,2012,72,0.715,0.872,2
The Saturdays,What About Us,220682,FALSE,2013,61,0.704,0.68,7
Bastille,Pompeii,214147,FALSE,2013,74,0.679,0.715,9
One Direction,Best Song Ever,200106,FALSE,2013,76,0.652,0.877,1
Nelly,Hey Porsche,209466,TRUE,2013,57,0.726,0.795,9
Zedd,Clarity,271426,FALSE,2012,0,0.523,0.78,8
Miley Cyrus,Wrecking Ball,221360,FALSE,2013,77,0.53,0.422,5
Chris Brown,Fine China,213666,FALSE,2013,0,0.659,0.735,10
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),353893,FALSE,2013,69,0.832,0.659,10
Armin van Buuren,This Is What It Feels Like,204360,FALSE,2013,66,0.551,0.833,8
Justin Timberlake,Mirrors,484146,FALSE,2013,78,0.574,0.512,5
Bruno Mars,Treasure,178560,TRUE,2012,78,0.874,0.692,5
Of Monsters and Men,Little Talks,266600,FALSE,2012,79,0.457,0.757,1
Miley Cyrus,We Can't Stop,231240,FALSE,2013,78,0.613,0.622,1
